Station_No,Station_ID,Bike_Lat,Bike_Lon,name,distance
167,4e8692f7a9eae9f0575945f02a87ccce,37.77754677017323,-122.43327409029006,Alamo Square,231
167,4e8692f7a9eae9f0575945f02a87ccce,37.77754677017323,-122.43327409029006,Church of 8 Wheels,377
167,4e8692f7a9eae9f0575945f02a87ccce,37.77754677017323,-122.43327409029006,The Center SF,401
168,98c24c05dd22720e562f0c3590fabfa4,37.77610091264586,-122.4530929327011,Koret Health and Recreation Center,169
168,98c24c05dd22720e562f0c3590fabfa4,37.77610091264586,-122.4530929327011,Cindy's Market,356
168,98c24c05dd22720e562f0c3590fabfa4,37.77610091264586,-122.4530929327011,Sacred Grounds Coffee House,365
168,98c24c05dd22720e562f0c3590fabfa4,37.77610091264586,-122.4530929327011,Manitas Cafe & Deli,366
168,98c24c05dd22720e562f0c3590fabfa4,37.77610091264586,-122.4530929327011,Twenty 89 Hair Design,384
169,76f3d32a941219346e34c87820139711,37.780526,-122.390288,The Brixton on 2nd,16
169,76f3d32a941219346e34c87820139711,37.780526,-122.390288,Birdbox,82
169,76f3d32a941219346e34c87820139711,37.780526,-122.390288,Momo's,83
169,76f3d32a941219346e34c87820139711,37.780526,-122.390288,Merkado,109
169,76f3d32a941219346e34c87820139711,37.780526,-122.390288,Underdogs Cantina,114
170,074ef2e71ff08fd484f93827ed83dafd,37.775946,-122.4377775,Bar Crudo,34
170,074ef2e71ff08fd484f93827ed83dafd,37.775946,-122.4377775,4505 Burgers & BBQ,37
170,074ef2e71ff08fd484f93827ed83dafd,37.775946,-122.4377775,Beretta Pop-Up,38
170,074ef2e71ff08fd484f93827ed83dafd,37.775946,-122.4377775,The Independent,41
170,074ef2e71ff08fd484f93827ed83dafd,37.775946,-122.4377775,Fool’s Errand,50
171,45d4ba912fdbaf0e9d69cf9a1bde9a76,37.7774157,-122.4418376,Workshop,24
171,45d4ba912fdbaf0e9d69cf9a1bde9a76,37.7774157,-122.4418376,Matching Half Cafe,41
171,45d4ba912fdbaf0e9d69cf9a1bde9a76,37.7774157,-122.4418376,Bob's Donuts,97
171,45d4ba912fdbaf0e9d69cf9a1bde9a76,37.7774157,-122.4418376,Black/Jasmine,126
171,45d4ba912fdbaf0e9d69cf9a1bde9a76,37.7774157,-122.4418376,Sunshine Castle,161
172,8846b5e327d73c5c91f52afb03bee796,37.7644783,-122.4025701,Whole Foods,18
172,8846b5e327d73c5c91f52afb03bee796,37.7644783,-122.4025701,Live Sushi Bar,100
172,8846b5e327d73c5c91f52afb03bee796,37.7644783,-122.4025701,Philz Coffee,117
172,8846b5e327d73c5c91f52afb03bee796,37.7644783,-122.4025701,Milkbomb Ice Cream,127
172,8846b5e327d73c5c91f52afb03bee796,37.7644783,-122.4025701,CCA Wattis Institute for Contemporary Arts,139
173,ca3529cb0093cf568576c95492de5a68,37.7610471,-122.4326417,Last Call Bar,4
173,ca3529cb0093cf568576c95492de5a68,37.7610471,-122.4326417,Moby Dick,113
173,ca3529cb0093cf568576c95492de5a68,37.7610471,-122.4326417,Lark,143
173,ca3529cb0093cf568576c95492de5a68,37.7610471,-122.4326417,Midnight Sun,150
173,ca3529cb0093cf568576c95492de5a68,37.7610471,-122.4326417,The Mix,160
174,59f57a632668a24ab18d8bc9ff703af2,37.3600013909666,-121.87877833843233,Watson Park,421
174,59f57a632668a24ab18d8bc9ff703af2,37.3600013909666,-121.87877833843233,Johnstone Supply San Jose,936
174,59f57a632668a24ab18d8bc9ff703af2,37.3600013909666,-121.87877833843233,Checo's Restaurant,943
174,59f57a632668a24ab18d8bc9ff703af2,37.3600013909666,-121.87877833843233,El Caminito Taqueria,952
174,59f57a632668a24ab18d8bc9ff703af2,37.3600013909666,-121.87877833843233,Jalisco,957
175,be206c6cb9c61276d1e3b9ad2a0b8060,37.32031582108647,-121.87009871006012,Spartan Stadium,176
175,be206c6cb9c61276d1e3b9ad2a0b8060,37.32031582108647,-121.87009871006012,Bui Phong Bakery,343
175,be206c6cb9c61276d1e3b9ad2a0b8060,37.32031582108647,-121.87009871006012,Javi's Keyes Club,344
175,be206c6cb9c61276d1e3b9ad2a0b8060,37.32031582108647,-121.87009871006012,Cross Fit Moxie,355
175,be206c6cb9c61276d1e3b9ad2a0b8060,37.32031582108647,-121.87009871006012,Narrative Fermentations,440
176,8521a7fa5b015f5cf91a490ca08e72d6,37.33677476275722,-121.90914899110793,Cbd Indoor Mini Storage,273
176,8521a7fa5b015f5cf91a490ca08e72d6,37.33677476275722,-121.90914899110793,Caltrain CEMOF,311
176,8521a7fa5b015f5cf91a490ca08e72d6,37.33677476275722,-121.90914899110793,Coterie Cellars,339
176,8521a7fa5b015f5cf91a490ca08e72d6,37.33677476275722,-121.90914899110793,Avalon Morrison Park,343
176,8521a7fa5b015f5cf91a490ca08e72d6,37.33677476275722,-121.90914899110793,Cost Plus World Market,368
177,25b03a236b79e665a5ed9d316388b9cd,37.31128394611736,-121.89632534980774,The Cider Junction,79
177,25b03a236b79e665a5ed9d316388b9cd,37.31128394611736,-121.89632534980774,Thai Spice,96
177,25b03a236b79e665a5ed9d316388b9cd,37.31128394611736,-121.89632534980774,T-Square Coffee & Tea,111
177,25b03a236b79e665a5ed9d316388b9cd,37.31128394611736,-121.89632534980774,Fast Pizza Delivery,121
177,25b03a236b79e665a5ed9d316388b9cd,37.31128394611736,-121.89632534980774,Mimosas of Willow Glen,121
178,e14686289c6158d279b29ef56cae6582,37.799207926286,-122.43412166833876,Silver Cloud,105
178,e14686289c6158d279b29ef56cae6582,37.799207926286,-122.43412166833876,Alegrias Food From Spain,108
178,e14686289c6158d279b29ef56cae6582,37.799207926286,-122.43412166833876,For The Record,122
178,e14686289c6158d279b29ef56cae6582,37.799207926286,-122.43412166833876,Rockwell,138
178,e14686289c6158d279b29ef56cae6582,37.799207926286,-122.43412166833876,The Matrix,145
179,a39949a03aa488410e33371365084987,37.32096853145443,-121.9082960486412,Chromatic Coffee,37
179,a39949a03aa488410e33371365084987,37.32096853145443,-121.9082960486412,Golden West Collision Center,96
179,a39949a03aa488410e33371365084987,37.32096853145443,-121.9082960486412,Hapa's Brewing Company,115
179,a39949a03aa488410e33371365084987,37.32096853145443,-121.9082960486412,Golden State Ice Cream,239
179,a39949a03aa488410e33371365084987,37.32096853145443,-121.9082960486412,Metro Balderas Truck,302
180,604d2b0f495cd7363effb81982012f93,37.3233446905968,-121.91349685192108,McDonald's,21
180,604d2b0f495cd7363effb81982012f93,37.3233446905968,-121.91349685192108,Wow Wow Lemonade San Jose,53
180,604d2b0f495cd7363effb81982012f93,37.3233446905968,-121.91349685192108,The Breakfast Club,55
180,604d2b0f495cd7363effb81982012f93,37.3233446905968,-121.91349685192108,Humble Beginnings Tattoo Studio,68
180,604d2b0f495cd7363effb81982012f93,37.3233446905968,-121.91349685192108,Safeway,131
181,8a8fb99412d0a44f24a97f4862e1b9d4,37.336802,-121.8940901,Voyager Craft Coffee,18
181,8a8fb99412d0a44f24a97f4862e1b9d4,37.336802,-121.8940901,Three Sisters,29
181,8a8fb99412d0a44f24a97f4862e1b9d4,37.336802,-121.8940901,Crewner's Barber Shop,29
181,8a8fb99412d0a44f24a97f4862e1b9d4,37.336802,-121.8940901,On A Roll,32
181,8a8fb99412d0a44f24a97f4862e1b9d4,37.336802,-121.8940901,Anchors Fish & Chips and Seafood Grill,40
182,53caaaa3c38e8f655c479672973ef040,37.337391,-121.886995,Seven Seas Sushi,76
182,53caaaa3c38e8f655c479672973ef040,37.337391,-121.886995,Liquid Restaurant & Lounge,108
182,53caaaa3c38e8f655c479672973ef040,37.337391,-121.886995,SmokeEaters,142
182,53caaaa3c38e8f655c479672973ef040,37.337391,-121.886995,Cash Only,169
182,53caaaa3c38e8f655c479672973ef040,37.337391,-121.886995,Bakery Mexico,177
183,9e5ac45cfc500231c17fbc5a3709ff44,37.3172979,-121.884995,Mariscos San Juan,73
183,9e5ac45cfc500231c17fbc5a3709ff44,37.3172979,-121.884995,Metro Balderas 3,114
183,9e5ac45cfc500231c17fbc5a3709ff44,37.3172979,-121.884995,La Original Paleteria Y Neveria,161
183,9e5ac45cfc500231c17fbc5a3709ff44,37.3172979,-121.884995,El Camaron De Sinaloa,219
183,9e5ac45cfc500231c17fbc5a3709ff44,37.3172979,-121.884995,El Rico Pan Bakery,245
184,3eae0d76df97ee93ae21a685af42538a,37.3184498,-121.8831724,El Camaron De Sinaloa,14
184,3eae0d76df97ee93ae21a685af42538a,37.3184498,-121.8831724,El Rico Pan Bakery,41
184,3eae0d76df97ee93ae21a685af42538a,37.3184498,-121.8831724,La Original Paleteria Y Neveria,47
184,3eae0d76df97ee93ae21a685af42538a,37.3184498,-121.8831724,La Michoacana Plus,78
184,3eae0d76df97ee93ae21a685af42538a,37.3184498,-121.8831724,Metro Balderas 3,91
185,32fec07f466d23ac5fa8be2e05d17312,37.352601,-121.905733,Togo's,243
185,32fec07f466d23ac5fa8be2e05d17312,37.352601,-121.905733,Sourdough Eatery,296
185,32fec07f466d23ac5fa8be2e05d17312,37.352601,-121.905733,Crab Monkey,330
185,32fec07f466d23ac5fa8be2e05d17312,37.352601,-121.905733,Jackie's Place,341
185,32fec07f466d23ac5fa8be2e05d17312,37.352601,-121.905733,Zaza Grill,360
186,a431cdd7c44ec9b167bee9612b5e9482,37.3487586867448,-121.89479783177376,Gombei Japanese Restaurant,10
186,a431cdd7c44ec9b167bee9612b5e9482,37.3487586867448,-121.89479783177376,JT Express,17
186,a431cdd7c44ec9b167bee9612b5e9482,37.3487586867448,-121.89479783177376,Shabu Shack,18
186,a431cdd7c44ec9b167bee9612b5e9482,37.3487586867448,-121.89479783177376,Roy's Station Coffee & Tea,27
186,a431cdd7c44ec9b167bee9612b5e9482,37.3487586867448,-121.89479783177376,Seven Bamboo,34
187,b5f7d134eef76458bdad1624fc3f0a3b,37.342725,-121.895617,Pacific Air USA,134
187,b5f7d134eef76458bdad1624fc3f0a3b,37.342725,-121.895617,Trials Pub,364
187,b5f7d134eef76458bdad1624fc3f0a3b,37.342725,-121.895617,Devine Cheese And Wine,372
187,b5f7d134eef76458bdad1624fc3f0a3b,37.342725,-121.895617,Teske's Germania,382
187,b5f7d134eef76458bdad1624fc3f0a3b,37.342725,-121.895617,Kelly's Liquor Store,433
188,318839be2a66c41af52177023d7545cd,37.339301,-121.889937,Freshly Baked Eatery,15
188,318839be2a66c41af52177023d7545cd,37.339301,-121.889937,Vibez Hookah,76
188,318839be2a66c41af52177023d7545cd,37.339301,-121.889937,Angelou's Cafe & Grill,249
188,318839be2a66c41af52177023d7545cd,37.339301,-121.889937,Bakery Mexico,265
188,318839be2a66c41af52177023d7545cd,37.339301,-121.889937,Devine Cheese And Wine,269
189,c978d0b507607e5cee77e5fc2e6caa7b,37.332692,-121.900084,Craft Beer Central,72
189,c978d0b507607e5cee77e5fc2e6caa7b,37.332692,-121.900084,Mixed Drinks 112,104
189,c978d0b507607e5cee77e5fc2e6caa7b,37.332692,-121.900084,Comerica Bank ATM,105
189,c978d0b507607e5cee77e5fc2e6caa7b,37.332692,-121.900084,SAP Center,110
189,c978d0b507607e5cee77e5fc2e6caa7b,37.332692,-121.900084,BMW Lounge,125
190,c65a5430e457385743757320e3fa705b,37.77993,-122.2177284,Mariscos Estilo Sinaloa,209
190,c65a5430e457385743757320e3fa705b,37.77993,-122.2177284,Taqueria Durango,211
190,c65a5430e457385743757320e3fa705b,37.77993,-122.2177284,Pizza Guys,225
190,c65a5430e457385743757320e3fa705b,37.77993,-122.2177284,Orbit Coffee 35th Ave,289
190,c65a5430e457385743757320e3fa705b,37.77993,-122.2177284,Mercy Retirement & Care Center,317
191,aca2db0bb7fe57847fca972c91a02f72,37.7837569,-122.2226033,El Mazatlan Taco Truck,59
191,aca2db0bb7fe57847fca972c91a02f72,37.7837569,-122.2226033,Los Olivos Restaurant,79
191,aca2db0bb7fe57847fca972c91a02f72,37.7837569,-122.2226033,Pizza City,110
191,aca2db0bb7fe57847fca972c91a02f72,37.7837569,-122.2226033,Taqueria Reynoso,136
191,aca2db0bb7fe57847fca972c91a02f72,37.7837569,-122.2226033,China Gourmet,140
192,f7b24d5a88d4a5280b0a123465ceeb9a,37.7851915,-122.2343822,Pimpin Chkn,204
192,f7b24d5a88d4a5280b0a123465ceeb9a,37.7851915,-122.2343822,Man vs Fries,257
192,f7b24d5a88d4a5280b0a123465ceeb9a,37.7851915,-122.2343822,Philly Cheesesteak and More,259
192,f7b24d5a88d4a5280b0a123465ceeb9a,37.7851915,-122.2343822,Los Paisanos Taqueria,261
192,f7b24d5a88d4a5280b0a123465ceeb9a,37.7851915,-122.2343822,Town Popup,264
193,cb93a5239ea60f98f07d56d80346589c,37.8113514,-122.2734217,Smoke Easy,131
193,cb93a5239ea60f98f07d56d80346589c,37.8113514,-122.2734217,Belly,256
193,cb93a5239ea60f98f07d56d80346589c,37.8113514,-122.2734217,Plenty Oakland,320
193,cb93a5239ea60f98f07d56d80346589c,37.8113514,-122.2734217,Great Western Power Company,339
193,cb93a5239ea60f98f07d56d80346589c,37.8113514,-122.2734217,Shinmai,358
194,7c15582391754cff6e2573d81f228933,37.3550295822529,-121.90443634986876,Zaza Grill,93
194,7c15582391754cff6e2573d81f228933,37.3550295822529,-121.90443634986876,Danbi Korean Restaurant,116
194,7c15582391754cff6e2573d81f228933,37.3550295822529,-121.90443634986876,Togo's,154
194,7c15582391754cff6e2573d81f228933,37.3550295822529,-121.90443634986876,Golden Catch Fish and Chips,184
194,7c15582391754cff6e2573d81f228933,37.3550295822529,-121.90443634986876,LeYou,192
195,35f5a7921e0006fdde8b661781c777f6,37.7504343570623,-122.39044725894928,Alsco Uniforms,37
195,35f5a7921e0006fdde8b661781c777f6,37.7504343570623,-122.39044725894928,Taqueria Angelica's,102
195,35f5a7921e0006fdde8b661781c777f6,37.7504343570623,-122.39044725894928,Harmonic Brewing,128
195,35f5a7921e0006fdde8b661781c777f6,37.7504343570623,-122.39044725894928,Basil the Bold,183
195,35f5a7921e0006fdde8b661781c777f6,37.7504343570623,-122.39044725894928,Dabao Singapore,198
196,b91103a4e638130a1de6c5eea75a0854,37.8312769,-122.2782669,Hometown Heroes East Bay,40
196,b91103a4e638130a1de6c5eea75a0854,37.8312769,-122.2782669,Hidden Spot Emeryville,47
196,b91103a4e638130a1de6c5eea75a0854,37.8312769,-122.2782669,The Sunday,55
196,b91103a4e638130a1de6c5eea75a0854,37.8312769,-122.2782669,Patatas,61
196,b91103a4e638130a1de6c5eea75a0854,37.8312769,-122.2782669,Miyozen,122
197,18ecb3d50f2e42cbeaa54e2700fa3093,37.8409452,-122.2913604,Subway,20
197,18ecb3d50f2e42cbeaa54e2700fa3093,37.8409452,-122.2913604,Emeryville Amtrak,65
197,18ecb3d50f2e42cbeaa54e2700fa3093,37.8409452,-122.2913604,Coffee & Snack Shop,65
197,18ecb3d50f2e42cbeaa54e2700fa3093,37.8409452,-122.2913604,Branch Line,86
197,18ecb3d50f2e42cbeaa54e2700fa3093,37.8409452,-122.2913604,Polaris Cafe,100
198,f72a227c01e328e88de3e27e883b5a42,37.84052116694969,-122.29352831840517,Mama Lamees,55
198,f72a227c01e328e88de3e27e883b5a42,37.84052116694969,-122.29352831840517,Super Duper Burgers,71
198,f72a227c01e328e88de3e27e883b5a42,37.84052116694969,-122.29352831840517,Pig In A Pickle - Emer,75
198,f72a227c01e328e88de3e27e883b5a42,37.84052116694969,-122.29352831840517,Public Bar,79
198,f72a227c01e328e88de3e27e883b5a42,37.84052116694969,-122.29352831840517,Paradita Eatery,80
199,ff03a6199ba2f74b66752643531826ec,37.8419238,-122.2880451,INNA Jam,123
199,ff03a6199ba2f74b66752643531826ec,37.8419238,-122.2880451,Townhouse Bar & Grill,125
199,ff03a6199ba2f74b66752643531826ec,37.8419238,-122.2880451,Chunky Butt Ice Cream,146
199,ff03a6199ba2f74b66752643531826ec,37.8419238,-122.2880451,Summer Summer Thai Eatery,198
199,ff03a6199ba2f74b66752643531826ec,37.8419238,-122.2880451,D'Alicia's Taqueria,203
200,cbdeb72b794ae1050a177368bee1364e,37.8467842,-122.2913761,Subway,13
200,cbdeb72b794ae1050a177368bee1364e,37.8467842,-122.2913761,Los Moles,15
200,cbdeb72b794ae1050a177368bee1364e,37.8467842,-122.2913761,Starbucks,19
200,cbdeb72b794ae1050a177368bee1364e,37.8467842,-122.2913761,Secrets of Tiger,39
200,cbdeb72b794ae1050a177368bee1364e,37.8467842,-122.2913761,Wondrous Brewing,43
201,5d6e0c578a1ddd55e642440bed2c6cce,37.8384435,-122.2886647,The Broken Rack,89
201,5d6e0c578a1ddd55e642440bed2c6cce,37.8384435,-122.2886647,Ike''s Love & Sandwiches,98
201,5d6e0c578a1ddd55e642440bed2c6cce,37.8384435,-122.2886647,Tree of Life Yoga,144
201,5d6e0c578a1ddd55e642440bed2c6cce,37.8384435,-122.2886647,Moomies Cafe,145
201,5d6e0c578a1ddd55e642440bed2c6cce,37.8384435,-122.2886647,Doyle Street Cafe,153
202,0e4da93fd7f3f40a487bcc523ea1e382,37.77523486860597,-122.39743709564208,San Francisco Flower Mart,306
202,0e4da93fd7f3f40a487bcc523ea1e382,37.77523486860597,-122.39743709564208,Reeves,327
202,0e4da93fd7f3f40a487bcc523ea1e382,37.77523486860597,-122.39743709564208,Death By Taco,344
202,0e4da93fd7f3f40a487bcc523ea1e382,37.77523486860597,-122.39743709564208,Marlowe,345
202,0e4da93fd7f3f40a487bcc523ea1e382,37.77523486860597,-122.39743709564208,Philz Coffee,354
203,8aad0378e649dd2464b05c03175ee38c,37.7807601,-122.3949894,Golden Goat Coffee,64
203,8aad0378e649dd2464b05c03175ee38c,37.7807601,-122.3949894,Wabi-Sabi SF,92
203,8aad0378e649dd2464b05c03175ee38c,37.7807601,-122.3949894,Local Tap,101
203,8aad0378e649dd2464b05c03175ee38c,37.7807601,-122.3949894,Brick House Cafe,128
203,8aad0378e649dd2464b05c03175ee38c,37.7807601,-122.3949894,South Park,137
204,b7c325ae70049e4e6f5a3564ec2697fe,37.7719511,-122.4537048,Flywheel Coffee,273
204,b7c325ae70049e4e6f5a3564ec2697fe,37.7719511,-122.4537048,Whole Foods,281
204,b7c325ae70049e4e6f5a3564ec2697fe,37.7719511,-122.4537048,Milk Bar,292
204,b7c325ae70049e4e6f5a3564ec2697fe,37.7719511,-122.4537048,Cindy's Market,298
204,b7c325ae70049e4e6f5a3564ec2697fe,37.7719511,-122.4537048,Sacred Grounds Coffee House,298
205,eff2443c5e75c2a2c3a3ab87188227dd,37.78227952975499,-122.40731298923492,Blue Bottle Coffee,50
205,eff2443c5e75c2a2c3a3ab87188227dd,37.78227952975499,-122.40731298923492,Barbary Coast,53
205,eff2443c5e75c2a2c3a3ab87188227dd,37.78227952975499,-122.40731298923492,Bloom Room,104
205,eff2443c5e75c2a2c3a3ab87188227dd,37.78227952975499,-122.40731298923492,S&R Lounge,114
205,eff2443c5e75c2a2c3a3ab87188227dd,37.78227952975499,-122.40731298923492,Marianne's,118
206,bc2abce263a2f83bb06458da69bf02ab,37.3477119817597,-121.89055323600768,Kiem Service Laundromat,113
206,bc2abce263a2f83bb06458da69bf02ab,37.3477119817597,-121.89055323600768,Okayama Japanese Restaurant,218
206,bc2abce263a2f83bb06458da69bf02ab,37.3477119817597,-121.89055323600768,Hawaiian Shave Ice,294
206,bc2abce263a2f83bb06458da69bf02ab,37.3477119817597,-121.89055323600768,Kazoo Restaurant,309
206,bc2abce263a2f83bb06458da69bf02ab,37.3477119817597,-121.89055323600768,Sushi Maru,313
207,147f785aa4926a3cabe56c607d6f6e7c,37.77793367006746,-122.3969730734825,Reeves,25
207,147f785aa4926a3cabe56c607d6f6e7c,37.77793367006746,-122.3969730734825,Marlowe,46
207,147f785aa4926a3cabe56c607d6f6e7c,37.77793367006746,-122.3969730734825,Taksim,93
207,147f785aa4926a3cabe56c607d6f6e7c,37.77793367006746,-122.3969730734825,Palms Lounge,167
207,147f785aa4926a3cabe56c607d6f6e7c,37.77793367006746,-122.3969730734825,Alexander's Steakhouse,189
208,d52c0adcc197c7899d056dfd1caace76,37.7963894,-122.3945855,Gott's Roadside,72
208,d52c0adcc197c7899d056dfd1caace76,37.7963894,-122.3945855,Humphry Slocombe,75
208,d52c0adcc197c7899d056dfd1caace76,37.7963894,-122.3945855,Blue Bottle Coffee,77
208,d52c0adcc197c7899d056dfd1caace76,37.7963894,-122.3945855,Fort Point Beer Company,84
208,d52c0adcc197c7899d056dfd1caace76,37.7963894,-122.3945855,Señor Sisig Ferry Building,90
209,28c7a7022b746c9a0f84784300c04904,37.8332935222321,-122.25622415542604,Burger King,279
209,28c7a7022b746c9a0f84784300c04904,37.8332935222321,-122.25622415542604,Bento & Bowls,290
209,28c7a7022b746c9a0f84784300c04904,37.8332935222321,-122.25622415542604,Blue Bottle Coffee,299
209,28c7a7022b746c9a0f84784300c04904,37.8332935222321,-122.25622415542604,Primavera,300
209,28c7a7022b746c9a0f84784300c04904,37.8332935222321,-122.25622415542604,Merrill Gardens at Rockridge,410
210,0ad27fbfea7dbf64cba3f6afc153a3f6,37.82669558640968,-122.27179706096648,Bay Bridge Inn,129
210,0ad27fbfea7dbf64cba3f6afc153a3f6,37.82669558640968,-122.27179706096648,Eli's,195
210,0ad27fbfea7dbf64cba3f6afc153a3f6,37.82669558640968,-122.27179706096648,YogaLove West Oakland,234
210,0ad27fbfea7dbf64cba3f6afc153a3f6,37.82669558640968,-122.27179706096648,Hella Nuts,237
210,0ad27fbfea7dbf64cba3f6afc153a3f6,37.82669558640968,-122.27179706096648,Javi's Cooking Empanadas Argentinas,322
211,d05740e23c0ff3996e6f82112e4bbf64,37.8170154,-122.2717615,Giant Burrito,285
211,d05740e23c0ff3996e6f82112e4bbf64,37.8170154,-122.2717615,Dan Sung Sa,339
211,d05740e23c0ff3996e6f82112e4bbf64,37.8170154,-122.2717615,Louisiana Fish & Chips,365
211,d05740e23c0ff3996e6f82112e4bbf64,37.8170154,-122.2717615,Stay Gold Deli,367
211,d05740e23c0ff3996e6f82112e4bbf64,37.8170154,-122.2717615,Gogi Time,369
212,77b16a1c03301769253ef32bb442b56e,37.72939320661727,-122.38653659820557,Lee's Food Market,12
212,77b16a1c03301769253ef32bb442b56e,37.72939320661727,-122.38653659820557,City Lunch Restaurant,411
212,77b16a1c03301769253ef32bb442b56e,37.72939320661727,-122.38653659820557,San Francisco Honey & Pollen Company,449
212,77b16a1c03301769253ef32bb442b56e,37.72939320661727,-122.38653659820557,Seven Stills Distribution Center,495
212,77b16a1c03301769253ef32bb442b56e,37.72939320661727,-122.38653659820557,Las Palmas San Francisco,497
213,3962b15d560bc3563bcdd0e638d9f0f2,37.740321776391326,-122.3767840862274,Speakeasy Ales & Lagers,414
213,3962b15d560bc3563bcdd0e638d9f0f2,37.740321776391326,-122.3767840862274,Hunters Point Brewery,417
213,3962b15d560bc3563bcdd0e638d9f0f2,37.740321776391326,-122.3767840862274,Native Sons BBQ,417
213,3962b15d560bc3563bcdd0e638d9f0f2,37.740321776391326,-122.3767840862274,Meals On Wheels,669
213,3962b15d560bc3563bcdd0e638d9f0f2,37.740321776391326,-122.3767840862274,Vasquez Coffee Company Gourmet Office Coffee Services,738
214,42d52309deeefe16d09e98539d8d72a1,37.78292608704408,-122.38792061805724,Town's End Restaurant & Bakery,74
214,42d52309deeefe16d09e98539d8d72a1,37.78292608704408,-122.38792061805724,South Beach Cafe,156
