Station_No,Station_ID,Bike_Lat,Bike_Long,name,review_count,categories,rating,distance
305,8c6c32e76ed11f76a547517979e5a5e6,37.7819295,-122.4827855,Izakaya Mayumi,117,Izakaya,4.5,35.18392492143373
305,8c6c32e76ed11f76a547517979e5a5e6,37.7819295,-122.4827855,K-Elements BBQ,855,"Korean, Barbeque, Asian Fusion",4.0,47.13791732034624
306,27c3e9e59901b5ef2bc26957ec7f3951,37.8023,-122.4244135,Cafe Le,47,"Coffee & Tea, Sandwiches",4.0,57.26880385729232
306,27c3e9e59901b5ef2bc26957ec7f3951,37.8023,-122.4244135,Chestnut Diner,188,"Diners, Breakfast & Brunch, American",4.0,67.01982942585227
306,27c3e9e59901b5ef2bc26957ec7f3951,37.8023,-122.4244135,First Cup,85,"Coffee & Tea, Sandwiches, Bagels",4.5,72.98620705380773
307,713585c7fcbdca5115f70c1af67663a8,37.765942,-122.449228,Beit Rima,310,"Arabic, Mediterranean, Lebanese",4.5,38.64494652916183
307,713585c7fcbdca5115f70c1af67663a8,37.765942,-122.449228,Say Cheese,345,"Cheese Shops, Sandwiches",4.5,48.38495454670684
307,713585c7fcbdca5115f70c1af67663a8,37.765942,-122.449228,Cole Valley Tavern,91,"Cocktail Bars, Seafood, Burgers",4.0,48.89048268341525
308,af18ee4922a37e2285a08671590d140e,37.7864555,-122.399749,The New Pizza Place,0,Pizza,0.0,25.302712708053253
308,af18ee4922a37e2285a08671590d140e,37.7864555,-122.399749,Alam's Pizza,0,Pizza,0.0,25.302712708053253
308,af18ee4922a37e2285a08671590d140e,37.7864555,-122.399749,Mourad Restaurant,1321,"Moroccan, Venues & Event Spaces, Bars",4.0,43.65820803796828
309,7071418d19cad4ca32c3343afb0da740,37.7646845,-122.4199265,Aramex,35,"Pizza, Mexican",3.5,6.506206925633733
309,7071418d19cad4ca32c3343afb0da740,37.7646845,-122.4199265,Best Crispy Fried Chicken,2,"Food Delivery Services, Chicken Shop",1.5,10.28788903258315
309,7071418d19cad4ca32c3343afb0da740,37.7646845,-122.4199265,Nonna's Ristorante Italiano,13,Italian,2.0,10.28788903258315
310,736fc2875818c9c987f51ec384edf384,37.763333,-122.4220555,El Toro Taqueria,748,Mexican,3.5,11.614481292958427
310,736fc2875818c9c987f51ec384edf384,37.763333,-122.4220555,Thanh Tam II,486,Vietnamese,3.5,58.49363776845302
310,736fc2875818c9c987f51ec384edf384,37.763333,-122.4220555,Jake's Steaks,131,"Cheesesteaks, Burgers, Sandwiches",4.0,63.215100764158585
311,707f7090c1a175cd64f234c9ae512ec1,37.7370395,-122.3944985,SF Food Market,27,"Salad, Food Delivery Services, Sandwiches",5.0,358.89460536002264
311,707f7090c1a175cd64f234c9ae512ec1,37.7370395,-122.3944985,Tato,122,Mexican,4.5,359.0260747827608
311,707f7090c1a175cd64f234c9ae512ec1,37.7370395,-122.3944985,Papa Rudy’s,0,Barbeque,0.0,382.3631380670498
312,39ee44ea71e662e83149eae893414fe6,37.784419,-122.439361,Mount Zion Cafe at UCSF,8,Cafeteria,4.0,32.85887665895148
312,39ee44ea71e662e83149eae893414fe6,37.784419,-122.439361,Emmita's Cafe,50,Cafes,4.5,66.25864408979038
312,39ee44ea71e662e83149eae893414fe6,37.784419,-122.439361,My Father's Kitchen,523,Vietnamese,3.5,88.96883832708235
313,2d5b0e85ca198e366bd3fd61f459b981,37.740048,-122.3834355,Fresh & Natural Charlie's Cafe,4,"New American, Cafes",2.0,59.3594087639863
313,2d5b0e85ca198e366bd3fd61f459b981,37.740048,-122.3834355,Rome's kitchen,11,"Food Trucks, Italian, Soul Food",5.0,321.3294046173518
313,2d5b0e85ca198e366bd3fd61f459b981,37.740048,-122.3834355,Tiffanys Cafe,63,"Burgers, Donuts, Breakfast & Brunch",3.5,380.613584826736
314,bfa38a76bddc6582afb8464350f47c61,37.7703135,-122.3912365,Taqueria San Marcos,21,"Food Trucks, Mexican",3.5,54.64611806053553
314,bfa38a76bddc6582afb8464350f47c61,37.7703135,-122.3912365,Los Kuyas,53,"Food Trucks, Tacos, Caterers",4.0,54.64611806053553
314,bfa38a76bddc6582afb8464350f47c61,37.7703135,-122.3912365,Rebel Wings,0,"Food Delivery Services, Chicken Wings",0.0,54.64611806053553
315,b5191acf6c3d6a359cfec040ebe89bf7,37.768227,-122.420359,New Star Market,57,"Beer, Wine & Spirits, Delis",4.5,90.46945662802497
315,b5191acf6c3d6a359cfec040ebe89bf7,37.768227,-122.420359,Reitop Limited US,0,American,0.0,90.96160036753854
315,b5191acf6c3d6a359cfec040ebe89bf7,37.768227,-122.420359,Shizen Vegan Sushi Bar & Izakaya,2438,"Sushi Bars, Vegan, Izakaya",4.5,113.18775641878565
316,19f34b48933b42de614327cee335bc6f,37.7661,-122.4266585,Miyabi,0,"Sushi Bars, Japanese, Asian Fusion",0.0,183.606288365482
316,19f34b48933b42de614327cee335bc6f,37.7661,-122.4266585,Sancha Sushi,62,"Sushi Bars, Japanese",4.5,183.606288365482
316,19f34b48933b42de614327cee335bc6f,37.7661,-122.4266585,New Red Jade,879,"Seafood, Dim Sum",3.5,187.2024048002732
317,4fa77307be791fef2d10d4d831f88415,37.772219,-122.419976,Taqueria Cazadores,254,"Mexican, Food Trucks",4.0,84.0353526625293
317,4fa77307be791fef2d10d4d831f88415,37.772219,-122.419976,Tower Cafe,2,Sandwiches,4.5,108.43739405127536
317,4fa77307be791fef2d10d4d831f88415,37.772219,-122.419976,El Picacho,36,"Mexican, Food Trucks",4.5,109.9225008904154
318,586c5cb8082289a2f53eab0d1a2dbf4a,37.750945,-122.4120835,El Paraiso Cafe,59,"Sandwiches, Latin American",4.0,90.59796188756846
318,586c5cb8082289a2f53eab0d1a2dbf4a,37.750945,-122.4120835,Pepe and Jesus,0,Pizza,0.0,172.9242478682401
318,586c5cb8082289a2f53eab0d1a2dbf4a,37.750945,-122.4120835,Belmar - La Gallinita Meat Market,89,"Mexican, Meat Shops, Caterers",4.5,182.07206133523812
319,fff91ff985e5954b8b94e603a44db763,37.7914015,-122.391038,Choco Taco Truck,0,"Mexican, Food Trucks",0.0,78.6760002733751
319,fff91ff985e5954b8b94e603a44db763,37.7914015,-122.391038,Gozu,123,"Japanese, Beer, Wine & Spirits",4.5,87.24004778313702
319,fff91ff985e5954b8b94e603a44db763,37.7914015,-122.391038,Vivian's Diner,0,Diners,0.0,103.66211956538842
320,f7d2be8a428dc633c63ee68f69424754,37.787332,-122.3881105,Hi Dive,570,"Dive Bars, Burgers, American",3.5,65.42296846057278
320,f7d2be8a428dc633c63ee68f69424754,37.787332,-122.3881105,The Goodie Bar,0,Diners,0.0,73.19771604953199
320,f7d2be8a428dc633c63ee68f69424754,37.787332,-122.3881105,Red’s Java House,893,"Breakfast & Brunch, Burgers, Dive Bars",3.5,74.52718779516944
321,e9946e14a1f7f45c1e0ebe5b542c6e24,37.8044325,-122.433523,Afc Sushi,0,Sushi Bars,0.0,56.830650239462095
321,e9946e14a1f7f45c1e0ebe5b542c6e24,37.8044325,-122.433523,MaMo,233,"Latin American, New American, Beer, Wine & Spirits",4.5,68.24333175941261
321,e9946e14a1f7f45c1e0ebe5b542c6e24,37.8044325,-122.433523,Cook's & Company,26,"Sandwiches, Coffee & Tea",4.0,102.80487873523563
322,101f0875b692a1f552e86de5c0a917f1,37.774804,-122.446649,Bistro Gambrinus,331,"Sports Bars, Burgers, Pizza",4.0,93.49993468176713
322,101f0875b692a1f552e86de5c0a917f1,37.774804,-122.446649,Papalote Mexican Grill,1449,Mexican,3.5,116.21881147211782
322,101f0875b692a1f552e86de5c0a917f1,37.774804,-122.446649,Barrel Head Brewhouse,603,"Breweries, American, Venues & Event Spaces",4.0,118.55149267862754
323,a799975c42155f6b266b5d32586aaa97,37.7603435,-122.387449,The Palm Court at RH San Francisco,452,American,4.0,46.44720844501942
323,a799975c42155f6b266b5d32586aaa97,37.7603435,-122.387449,Jolt 'n Bolt,112,"Bakeries, Coffee & Tea, Cafes",4.0,55.424669305325615
323,a799975c42155f6b266b5d32586aaa97,37.7603435,-122.387449,The Plant Cafe Organic,126,"Vegetarian, Juice Bars & Smoothies, Cafes",3.0,65.50708018065178
324,d46af557385e4a2286fdc3640f7d48a2,37.769263,-122.407054,Cafe550,12,Sandwiches,5.0,215.07422869978885
324,d46af557385e4a2286fdc3640f7d48a2,37.769263,-122.407054,Palette Salad,0,Salad,0.0,234.4826280426723
324,d46af557385e4a2286fdc3640f7d48a2,37.769263,-122.407054,Hardwood Bar & Smokery,180,"Sports Bars, Barbeque, American",4.0,243.43429609761523
325,f3610d0f5ffae773c0fa96f65b8d409d,37.8026635,-122.4360635,AVO AVO,0,"Food Delivery Services, Sandwiches",0.0,202.61688752264257
325,f3610d0f5ffae773c0fa96f65b8d409d,37.8026635,-122.4360635,C & C Curry House,1,"Comfort Food, Food Delivery Services",2.0,202.61688752264257
325,f3610d0f5ffae773c0fa96f65b8d409d,37.8026635,-122.4360635,Los Hermanos Mexican Food,363,Mexican,3.5,213.4342341185103
326,0b48b03d8342258399d9bced9a3ae503,37.769244,-122.4269645,Kikka,1,Restaurants,1.0,67.20169628456136
326,0b48b03d8342258399d9bced9a3ae503,37.769244,-122.4269645,Lobsters 2 Go,0,Seafood,0.0,138.088404405085
326,0b48b03d8342258399d9bced9a3ae503,37.769244,-122.4269645,Sushi Delight,375,"Sushi Bars, Japanese, Buffets",3.0,144.41532823813998
327,f70db66502b4796997b8bba176c51dd0,37.769818,-122.4291485,El Castillito,911,Mexican,4.0,117.74427475475633
327,f70db66502b4796997b8bba176c51dd0,37.769818,-122.4291485,Beit Rima,757,"Arabic, Mediterranean, Lebanese",4.5,122.28824133907366
327,f70db66502b4796997b8bba176c51dd0,37.769818,-122.4291485,Tarragon Cafe,102,Cafes,4.5,191.16766463827875
328,a88bf5305774cc6c645ab2d1822fcd8e,37.7895875,-122.440683,Jika Ramen & Sushi House,183,"Sushi Bars, Ramen",3.0,147.04205759250397
328,a88bf5305774cc6c645ab2d1822fcd8e,37.7895875,-122.440683,B on the Go,235,"Cafes, Sandwiches",4.0,148.89269062679438
328,a88bf5305774cc6c645ab2d1822fcd8e,37.7895875,-122.440683,Dynasty Dumpling ,62,"Dim Sum, Noodles",5.0,150.25888945840765
329,9d87d3a0de545c12ed881712d64dad99,37.7866115,-122.4500525,Super Duper Burgers,118,"Burgers, American",4.0,23.22794658207936
329,9d87d3a0de545c12ed881712d64dad99,37.7866115,-122.4500525,Proposition Chicken,122,"Chicken Wings, Sandwiches",4.0,99.41053567163955
329,9d87d3a0de545c12ed881712d64dad99,37.7866115,-122.4500525,Panda Express,20,"Fast Food, Chinese",2.5,161.8024478700454
330,89c279924b0a3ab2d27e3467fed4c212,37.775328,-122.458104,The Velo Rouge Cafe,777,"Breakfast & Brunch, Cafes",4.0,18.417899692016864
330,89c279924b0a3ab2d27e3467fed4c212,37.775328,-122.458104,Arguello Super Market,465,"Grocery, Delis, Sandwiches",3.5,35.88935677663329
330,89c279924b0a3ab2d27e3467fed4c212,37.775328,-122.458104,Uncle Boy's,782,"Burgers, Fast Food",4.0,371.7409338680289
331,f3005d50220aa753c49f411e3b76e170,37.795402,-122.4046885,750 Restaurant & Bar,113,"New American, Wine Bars, Breakfast & Brunch",3.0,35.09773321663859
331,f3005d50220aa753c49f411e3b76e170,37.795402,-122.4046885,Hotpot Champ,112,Hot Pot,4.0,41.4413043025705
331,f3005d50220aa753c49f411e3b76e170,37.795402,-122.4046885,Garden Restaurant,241,"Chinese, Seafood",3.5,66.05156268655271
332,0fdcfff2f1478e0e5a30f3e314103cea,37.7942465,-122.402855,Les Amis's,0,French,0.0,35.97476726023673
332,0fdcfff2f1478e0e5a30f3e314103cea,37.7942465,-122.402855,Leo's Oyster Bar,442,"Bars, Seafood",4.0,42.524053134555636
332,0fdcfff2f1478e0e5a30f3e314103cea,37.7942465,-122.402855,Wayfare Tavern,4467,American,4.0,44.426350462113085
333,4dcfbaca6724925e3c8954925922392e,37.794525,-122.3948805,Unsung,0,Asian Fusion,0.0,23.92045994352893
333,4dcfbaca6724925e3c8954925922392e,37.794525,-122.3948805,MARK ‘N MIKE’S,38,Delis,4.5,36.32226027714429
333,4dcfbaca6724925e3c8954925922392e,37.794525,-122.3948805,York Street Cafe,3,"Coffee & Tea, Cafes, Donuts",5.0,38.74236797796275
334,4483551f97cfd276503daebebdd3aaa5,37.772354,-122.4358575,Mangrove Kitchen,398,"Thai, Ramen",4.0,103.21374488369703
334,4483551f97cfd276503daebebdd3aaa5,37.772354,-122.4358575,The Little Chihuahua,1598,Mexican,4.0,103.76492866247462
334,4483551f97cfd276503daebebdd3aaa5,37.772354,-122.4358575,That's My Jam,85,"Breakfast & Brunch, New American, Coffee & Tea",5.0,114.83405902106269
335,aa0e5a1dd757b3c3bf56a453d2991fd4,37.759162,-122.4100475,Oro Restaurant Pop Up,2,New American,5.0,51.4830000478089
335,aa0e5a1dd757b3c3bf56a453d2991fd4,37.759162,-122.4100475,San Ho Won,520,"Korean, Barbeque",4.5,53.10802969033238
335,aa0e5a1dd757b3c3bf56a453d2991fd4,37.759162,-122.4100475,Latitude 15 Pop-Up,7,"Pop-Up Restaurants, Caterers",5.0,56.04643923223379
336,f7897e831ad97c2fa5840e08da6bfaeb,37.7785885,-122.392553,Tacos Las Primitas,2,Tacos,5.0,20.067998018084513
336,f7897e831ad97c2fa5840e08da6bfaeb,37.7785885,-122.392553,Taco Bell,282,"Mexican, Fast Food",2.5,20.926306461267874
336,f7897e831ad97c2fa5840e08da6bfaeb,37.7785885,-122.392553,KAIYŌ Rooftop,779,"Peruvian, Cocktail Bars, Sushi Bars",4.0,32.161963822289394
337,6332163be54553da8f095c4fb801c725,37.7763115,-122.394495,Subway,62,"Sandwiches, Fast Food",2.0,49.772943219616714
337,6332163be54553da8f095c4fb801c725,37.7763115,-122.394495,Afc Sushi,0,Sushi Bars,0.0,51.22687144103823
337,6332163be54553da8f095c4fb801c725,37.7763115,-122.394495,Tazza D'Amore Cafe,125,"Coffee & Tea, Breakfast & Brunch",4.0,57.06932331293632
338,7952c04aad8b091ffb0455792174bf01,37.730079,-122.3988045,A Taste Of Chicago,1,Food Stands,1.0,32.77635790040269
338,7952c04aad8b091ffb0455792174bf01,37.730079,-122.3988045,El Portrillo Taqueria,1,Mexican,4.0,362.9783526039831
338,7952c04aad8b091ffb0455792174bf01,37.730079,-122.3988045,Bloomstock,45,"Coffee & Tea, Waffles, Cafes",5.0,458.64696999224793
339,e7e40470c749afdcf9f32d8097472c0a,37.785876,-122.4089225,Miyabiya Sushi and Grill,258,"Sushi Bars, Japanese, Soup",3.5,25.96365904587752
339,e7e40470c749afdcf9f32d8097472c0a,37.785876,-122.4089225,Restaurant Anzu,630,"Japanese, Bars, New American",3.5,36.04610235994425
339,e7e40470c749afdcf9f32d8097472c0a,37.785876,-122.4089225,New Delhi Restaurant,908,"Indian, Cocktail Bars",3.5,38.255823181998146
340,070137572879ff5807c0b7092e81cfac,37.764965,-122.3990255,JB's Place,236,"Sandwiches, Breakfast & Brunch",4.5,55.2833829243084
340,070137572879ff5807c0b7092e81cfac,37.764965,-122.3990255,Connecticut Yankee,549,"New American, Beer Bar, Cocktail Bars",3.5,86.289827190378
340,070137572879ff5807c0b7092e81cfac,37.764965,-122.3990255,Wolfes Lunch,140,"Japanese, Korean, American",4.0,171.95167205902894
341,34fc2deb07ec971cc936deebee9d6435,37.764794,-122.3947595,Excuse My French Toast,1,"Food Delivery Services, Breakfast & Brunch, Sandwiches",2.0,187.53651890222955
341,34fc2deb07ec971cc936deebee9d6435,37.764794,-122.3947595,Wingwerk,1,"Food Delivery Services, Chicken Wings",5.0,187.53651890222955
341,34fc2deb07ec971cc936deebee9d6435,37.764794,-122.3947595,MrBeast Burger,3,"Food Delivery Services, Burgers",1.0,187.53651890222955
342,3fc45088ab7916d9c0dde2a509a40958,37.7645435,-122.410349,Jade Cafe,359,Chinese,3.0,146.83522401885924
342,3fc45088ab7916d9c0dde2a509a40958,37.7645435,-122.410349,Yongzi Ji Restaurant,37,"Chinese, Noodles",4.0,153.60010683199656
342,3fc45088ab7916d9c0dde2a509a40958,37.7645435,-122.410349,Ernest,444,"New American, Seafood, Bars",4.5,160.80392111615842
343,9e7245a7f1c5faae54bc2b3a62cc2f6e,37.7648385,-122.420141,Aramex,35,"Pizza, Mexican",3.5,29.60264132594982
343,9e7245a7f1c5faae54bc2b3a62cc2f6e,37.7648385,-122.420141,Best Crispy Fried Chicken,2,"Food Delivery Services, Chicken Shop",1.5,35.66779022430987
343,9e7245a7f1c5faae54bc2b3a62cc2f6e,37.7648385,-122.420141,Nonna's Ristorante Italiano,13,Italian,2.0,35.66779022430987
344,36a236e6b9604e51e8d5fd525775d7c0,37.780364,-122.4728095,Lou's Cafe,1875,"Coffee & Tea, Sandwiches, Salad",4.5,43.50898028726255
344,36a236e6b9604e51e8d5fd525775d7c0,37.780364,-122.4728095,Cafe del Mare,0,Restaurants,0.0,62.29054628431249
344,36a236e6b9604e51e8d5fd525775d7c0,37.780364,-122.4728095,Amphawa,591,"Thai, Seafood",4.0,62.29054628431249
345,bb693a5b9de4a21a17519b20070bff77,37.7751205,-122.464998,The Richmond,765,New American,4.5,215.0297437442477
345,bb693a5b9de4a21a17519b20070bff77,37.7751205,-122.464998,Tekka Japanese Restaurant,447,"Japanese, Sushi Bars",4.0,218.3928531338837
345,bb693a5b9de4a21a17519b20070bff77,37.7751205,-122.464998,Yuubi Japanese Restaurant,572,"Japanese, Sushi Bars, Seafood",4.0,226.41139223204877
346,52f32ae1f330ff50af83895a28ba2215,37.8098236,-122.2801923,Melting Pot Grill,13,"Food Trucks, Mexican, Burgers",4.0,137.9120618100983
346,52f32ae1f330ff50af83895a28ba2215,37.8098236,-122.2801923,Deli and Meat Market,0,"Delis, Convenience Stores",0.0,191.2474020597855
346,52f32ae1f330ff50af83895a28ba2215,37.8098236,-122.2801923,JJ's Fish and Chicken,111,"Chicken Wings, Fish & Chips, Fast Food",3.0,511.93359535501486
347,7f4a909e098fb6397beb2a26d0f8661c,37.773238,-122.399998,Arsenal,0,New American,0.0,164.4946025710238
347,7f4a909e098fb6397beb2a26d0f8661c,37.773238,-122.399998,Flower Market Sandwiches To Go,0,Restaurants,0.0,235.02637262348173
347,7f4a909e098fb6397beb2a26d0f8661c,37.773238,-122.399998,Seasons Cafe,0,Cafes,0.0,283.1946686259273
348,0cf18ec4823b9cdecff532d3bdd14928,37.770519,-122.442326,Sunnyside Foods,0,New American,0.0,191.72239068122184
348,0cf18ec4823b9cdecff532d3bdd14928,37.770519,-122.442326,Magnolia Brewing - Haight,1854,"Gastropubs, Brewpubs",3.5,250.7614340201442
348,0cf18ec4823b9cdecff532d3bdd14928,37.770519,-122.442326,Amal's Deli,49,"Delis, Convenience Stores",5.0,297.5338274070691
349,4cd2b4bfdb2c468ec1fe6574fb2ffaa0,37.72095,-122.478859,Gold Coast Grill & Catering,85,"American, Breakfast & Brunch, Burgers",3.5,115.0358866880789
349,4cd2b4bfdb2c468ec1fe6574fb2ffaa0,37.72095,-122.478859,The Depot at SFSU,1,"Restaurants, Music Venues, Marketing",4.0,141.76847962249582
349,4cd2b4bfdb2c468ec1fe6574fb2ffaa0,37.72095,-122.478859,Taqueria Girasol La Paz,3,Mexican,2.5,164.84308582529883
350,4e07771716c0d80c636ae4877dd497a3,37.722001,-122.482735,Clean Bites,23,"Juice Bars & Smoothies, Acai Bowls, Wraps",3.5,131.64763836337315
350,4e07771716c0d80c636ae4877dd497a3,37.722001,-122.482735,Subway,74,"Sandwiches, Fast Food",2.5,135.80346811118642
350,4e07771716c0d80c636ae4877dd497a3,37.722001,-122.482735,Taza Smoothies & Wraps,55,"Juice Bars & Smoothies, Wraps",3.5,140.93156906155585
351,5289ffec013e1219c33bd45627d6cc15,37.731085,-122.476163,Park Cafe,2,Sandwiches,2.0,82.29966314168492
351,5289ffec013e1219c33bd45627d6cc15,37.731085,-122.476163,Subway,68,"Sandwiches, Fast Food",2.0,97.23997565867033
351,5289ffec013e1219c33bd45627d6cc15,37.731085,-122.476163,Banh Mi Love,151,"Vietnamese, Sandwiches",4.5,106.57146567247035
352,17468bb5d5f9880c081fd67d02762c04,37.775211,-122.511208,TJ Cafe,215,"Burgers, Breakfast & Brunch, Fish & Chips",4.5,116.42139756008504
352,17468bb5d5f9880c081fd67d02762c04,37.775211,-122.511208,Ocean Beach Cafe,183,"Sandwiches, Bars, Coffee & Tea",4.5,123.39707073418026
352,17468bb5d5f9880c081fd67d02762c04,37.775211,-122.511208,Ocean Beach Cafe,1,"Bars, Cafes, Sandwiches",4.0,132.79941036172465
353,f8a8b70e16e4e36c77cab3d32886e671,37.71616094545787,-122.440105676651,Little Caesars Pizza,116,"Pizza, Chicken Wings",3.0,18.333161030266528
353,f8a8b70e16e4e36c77cab3d32886e671,37.71616094545787,-122.440105676651,B&W Kitchen,46,"Chinese, Barbeque, Seafood",4.0,47.457708460834574
353,f8a8b70e16e4e36c77cab3d32886e671,37.71616094545787,-122.440105676651,Phillies,306,"Cheesesteaks, Burgers",4.0,51.75519760832699
354,43f0ae83504f3d5f0a3866f86f7981fd,37.783176,-122.393378,Movida,72,"Persian/Iranian, Mexican",4.5,98.99525399774012
354,43f0ae83504f3d5f0a3866f86f7981fd,37.783176,-122.393378,Mexico Au Parc,0,Mexican,0.0,101.84224658078004
354,43f0ae83504f3d5f0a3866f86f7981fd,37.783176,-122.393378,The American Grilled Cheese Kitchen,1546,"Breakfast & Brunch, American",4.0,114.40862791176528
355,7355d2865f4ab7430c4fccf859e70d74,37.808715,-122.2492512,Cafe Lakeview,164,"Coffee & Tea, Breakfast & Brunch",3.5,70.10097363425008
355,7355d2865f4ab7430c4fccf859e70d74,37.808715,-122.2492512,Grand Lake Kitchen - Lake Merritt,1304,"New American, Breakfast & Brunch, Delis",4.0,99.48905620515269
355,7355d2865f4ab7430c4fccf859e70d74,37.808715,-122.2492512,Comal Next Door,133,"Mexican, Bars",3.5,108.31954067049419
356,acc0686d1655e283c3fd8e56bf11dbb1,37.7851994,-122.3962173,Lee's Deli,216,"Sandwiches, Chinese, Salad",3.5,33.93271910652949
356,acc0686d1655e283c3fd8e56bf11dbb1,37.7851994,-122.3962173,Los Compadres Taco Truck,98,"Mexican, Food Stands",3.5,39.297119145620336
356,acc0686d1655e283c3fd8e56bf11dbb1,37.7851994,-122.3962173,Rooster & Rice,385,Thai,4.0,62.33130755460727
357,fdf5f4679be9ae94f860552ca46a2648,37.7840775,-122.411926,Z Zoul Cafe,142,"Cafes, Mediterranean, Halal",4.5,41.55802631715828
357,fdf5f4679be9ae94f860552ca46a2648,37.7840775,-122.411926,Lin's Kitchen,88,Chinese,3.5,100.7413626640703
357,fdf5f4679be9ae94f860552ca46a2648,37.7840775,-122.411926,Yemen Kitchen,301,"Middle Eastern, Mediterranean",4.5,105.00487790513014
358,81743daa45d7537f3516399929314c40,37.765429,-122.42189,Manny's,201,"Cafes, Venues & Event Spaces, Community Service/Non-Profit",4.5,36.67766134185563
358,81743daa45d7537f3516399929314c40,37.765429,-122.42189,Venga Empanadas,483,"Empanadas, Caterers, Argentine",4.0,50.71038106075584
358,81743daa45d7537f3516399929314c40,37.765429,-122.42189,Rudi's,30,"Sports Bars, Chicken Wings, Sandwiches",3.5,54.67372268681368
359,7d3b620f6bcf01c82cbcc4d38dcb9af2,37.8689109,-122.2587857,Cafe Milano,478,Cafes,3.5,30.768833669054175
359,7d3b620f6bcf01c82cbcc4d38dcb9af2,37.8689109,-122.2587857,COMING SOON: Everytable,1,"Salad, Fast Food, Sandwiches",5.0,42.420705975026
359,7d3b620f6bcf01c82cbcc4d38dcb9af2,37.8689109,-122.2587857,The Little Dipper Chocolate Company,1,"Desserts, Food Stands",4.0,42.46781358962099
